% time spent exploring,Local Reached Total Count,episodes,mean 100 episode reward,steps,% time spent exploring in plan,Goal Reached Total Count,plan episodes,plan mean 100 episode reward,plan steps
41,18640,102700,-1.2,586578,,,,,
,,,,,41,211,3019,-44.5,586755
41,18678,102800,-0.9,587067,,,,,
41,18719,102900,-0.6,587554,,,,,
41,18730,103000,-1.9,588347,,,,,
,,,,,41,211,3029,-44.0,588755
41,18753,103100,-1.4,588955,,,,,
41,18792,103200,-1.0,589475,,,,,
41,18793,103300,-2.0,590307,,,,,
,,,,,41,211,3039,-44.2,590755
41,18824,103400,-1.1,590947,,,,,
41,18828,103500,-2.1,591750,,,,,
41,18854,103600,-1.4,592354,,,,,
,,,,,41,211,3049,-44.4,592755
41,18882,103700,-1.4,592970,,,,,
41,18906,103800,-1.4,593617,,,,,
41,18925,103900,-1.8,594306,,,,,
,,,,,41,211,3059,-44.7,594755
41,18946,104000,-1.5,594975,,,,,
41,18973,104100,-1.3,595615,,,,,
40,19008,104200,-1.1,596182,,,,,
,,,,,40,211,3069,-44.2,596755
40,19040,104300,-1.1,596766,,,,,
40,19081,104400,-0.9,597289,,,,,
40,19092,104500,-1.8,597953,,,,,
40,19110,104600,-1.4,598621,,,,,
,,,,,40,211,3079,-44.0,598755
40,19128,104700,-1.4,599314,,,,,
40,19133,104800,-1.9,600138,,,,,
,,,,,40,211,3089,-43.6,600755
40,19154,104900,-1.5,600775,,,,,
40,19188,105000,-1.3,601405,,,,,
40,19192,105100,-2.0,602218,,,,,
,,,,,40,211,3099,-42.9,602755
40,19211,105200,-1.4,602867,,,,,
40,19217,105300,-1.9,603634,,,,,
40,19234,105400,-1.6,604318,,,,,
,,,,,40,211,3109,-43.2,604755
40,19274,105500,-0.8,604815,,,,,
40,19315,105600,-0.9,605317,,,,,
40,19341,105700,-1.2,605932,,,,,
39,19353,105800,-1.5,606685,,,,,
,,,,,39,211,3119,-42.7,606755
39,19356,105900,-1.9,607531,,,,,
39,19374,106000,-1.5,608281,,,,,
,,,,,39,211,3129,-43.0,608755
39,19380,106100,-1.8,609046,,,,,
39,19404,106200,-1.4,609718,,,,,
39,19428,106300,-1.3,610355,,,,,
,,,,,39,211,3139,-42.7,610755
39,19453,106400,-1.3,610966,,,,,
39,19482,106500,-1.1,611565,,,,,
39,19488,106600,-1.9,612375,,,,,
,,,,,39,211,3149,-42.4,612755
39,19490,106700,-2.0,613155,,,,,
39,19504,106800,-1.5,613903,,,,,
,,,,,39,212,3159,-41.4,614620
39,19516,106900,-1.4,614663,,,,,
39,19532,107000,-1.6,615376,,,,,
39,19535,107100,-2.0,616123,,,,,
,,,,,38,212,3169,-41.5,616620
38,19539,107200,-1.7,616872,,,,,
38,19561,107300,-1.4,617537,,,,,
38,19602,107400,-0.7,618058,,,,,
,,,,,38,212,3179,-41.2,618620
38,19636,107500,-1.1,618655,,,,,
38,19661,107600,-1.1,619287,,,,,
38,19679,107700,-1.5,620001,,,,,
,,,,,38,212,3189,-40.6,620620
38,19693,107800,-1.6,620785,,,,,
38,19696,107900,-1.8,621628,,,,,
38,19700,108000,-1.7,622440,,,,,
,,,,,38,212,3199,-40.4,622620
38,19707,108100,-2.0,623259,,,,,
38,19719,108200,-1.7,623985,,,,,
,,,,,38,212,3209,-40.3,624620
38,19742,108300,-1.2,624645,,,,,
38,19745,108400,-1.8,625431,,,,,
38,19765,108500,-1.3,626086,,,,,
,,,,,37,212,3219,-40.4,626620
37,19789,108600,-1.3,626722,,,,,
37,19805,108700,-1.3,627401,,,,,
37,19852,108800,-0.7,627864,,,,,
37,19870,108900,-1.3,628546,,,,,
,,,,,37,212,3229,-40.1,628620
37,19890,109000,-1.3,629221,,,,,
37,19905,109100,-1.6,629951,,,,,
,,,,,37,212,3239,-39.7,630620
37,19926,109200,-1.2,630641,,,,,
37,19933,109300,-1.7,631406,,,,,
37,19956,109400,-1.3,632055,,,,,
,,,,,37,212,3249,-39.4,632620
37,19989,109500,-1.0,632650,,,,,
37,20006,109600,-1.3,633337,,,,,
37,20057,109700,-0.4,633693,,,,,
37,20093,109800,-0.9,634221,,,,,
,,,,,37,213,3259,-39.3,634544
37,20104,109900,-1.6,634999,,,,,
37,20159,110000,-0.4,635424,,,,,
37,20195,110100,-0.8,636008,,,,,
,,,,,36,214,3269,-38.7,636509
36,20201,110200,-1.8,636805,,,,,
36,20222,110300,-1.2,637483,,,,,
36,20247,110400,-1.2,638135,,,,,
,,,,,36,214,3279,-38.5,638509
36,20270,110500,-1.3,638815,,,,,
36,20296,110600,-1.0,639412,,,,,
36,20349,110700,-0.4,639808,,,,,
36,20375,110800,-1.3,640441,,,,,
,,,,,36,214,3289,-38.7,640509
36,20395,110900,-1.1,641135,,,,,
36,20415,111000,-1.6,641860,,,,,
36,20446,111100,-0.9,642445,,,,,
,,,,,36,214,3299,-38.2,642509
36,20471,111200,-1.2,643089,,,,,
36,20477,111300,-1.9,643888,,,,,
36,20506,111400,-0.9,644492,,,,,
,,,,,36,214,3309,-37.8,644509
36,20513,111500,-1.5,645262,,,,,
36,20516,111600,-2.0,646129,,,,,
,,,,,35,214,3319,-37.7,646509
35,20521,111700,-1.7,647012,,,,,
35,20541,111800,-1.3,647689,,,,,
35,20554,111900,-1.6,648394,,,,,
,,,,,35,214,3329,-37.8,648509
35,20592,112000,-0.7,648939,,,,,
35,20616,112100,-1.1,649562,,,,,
35,20616,112200,-1.9,650352,,,,,
,,,,,35,214,3339,-37.8,650509
35,20618,112300,-1.8,651195,,,,,
35,20653,112400,-0.9,651772,,,,,
35,20673,112500,-1.2,652443,,,,,
,,,,,35,214,3349,-37.5,652509
35,20695,112600,-1.4,653175,,,,,
35,20716,112700,-1.4,653813,,,,,
,,,,,35,214,3359,-38.2,654509
35,20716,112800,-2.1,654659,,,,,
35,20741,112900,-1.4,655335,,,,,
35,20779,113000,-0.9,655846,,,,,
35,20805,113100,-1.1,656434,,,,,
,,,,,35,214,3369,-38.4,656509
34,20820,113200,-1.4,657116,,,,,
34,20839,113300,-1.5,657772,,,,,
34,20866,113400,-1.0,658377,,,,,
,,,,,34,214,3379,-38.4,658509
34,20887,113500,-1.3,659022,,,,,
34,20905,113600,-1.3,659709,,,,,
34,20919,113700,-1.3,660449,,,,,
,,,,,34,215,3389,-38.0,660474
34,20923,113800,-1.8,661247,,,,,
34,20968,113900,-0.6,661760,,,,,
,,,,,34,215,3399,-38.1,662474
34,20971,114000,-1.7,662523,,,,,
34,20974,114100,-1.8,663340,,,,,
34,20998,114200,-1.2,664038,,,,,
,,,,,34,216,3409,-38.0,664403
34,21021,114300,-1.2,664717,,,,,
34,21025,114400,-1.8,665566,,,,,
34,21044,114500,-1.3,666268,,,,,
,,,,,34,216,3419,-37.9,666403
33,21063,114600,-1.3,666974,,,,,
33,21087,114700,-1.2,667603,,,,,
33,21116,114800,-1.0,668201,,,,,
,,,,,33,216,3429,-37.7,668403
33,21151,114900,-0.6,668771,,,,,
33,21154,115000,-1.8,669585,,,,,
33,21164,115100,-1.5,670323,,,,,
,,,,,33,216,3439,-37.6,670403
33,21199,115200,-0.8,670880,,,,,
33,21224,115300,-1.1,671588,,,,,
33,21262,115400,-0.8,672132,,,,,
,,,,,33,216,3449,-37.3,672403
33,21275,115500,-1.5,672929,,,,,
33,21292,115600,-1.4,673623,,,,,
,,,,,33,216,3459,-36.9,674403
33,21296,115700,-1.8,674443,,,,,
33,21319,115800,-1.2,675162,,,,,
33,21336,115900,-1.3,675911,,,,,
,,,,,33,216,3469,-36.7,676403
33,21338,116000,-1.7,676756,,,,,
32,21374,116100,-0.8,677294,,,,,
32,21400,116200,-1.0,677968,,,,,
,,,,,32,216,3479,-36.3,678403
32,21404,116300,-1.6,678762,,,,,
32,21410,116400,-1.6,679568,,,,,
32,21424,116500,-1.4,680219,,,,,
,,,,,32,216,3489,-36.5,680403
32,21445,116600,-1.1,680885,,,,,
32,21454,116700,-1.5,681778,,,,,
,,,,,32,216,3499,-36.1,682403
32,21473,116800,-1.2,682463,,,,,
32,21477,116900,-1.6,683290,,,,,
32,21485,117000,-1.5,684161,,,,,
,,,,,32,216,3509,-35.8,684403
32,21489,117100,-1.6,685003,,,,,
32,21496,117200,-1.5,685815,,,,,
32,21528,117300,-1.0,686393,,,,,
,,,,,32,216,3519,-35.5,686403
31,21532,117400,-1.6,687187,,,,,
31,21567,117500,-0.8,687799,,,,,
,,,,,31,216,3529,-35.3,688403
31,21571,117600,-1.7,688603,,,,,
31,21595,117700,-1.1,689247,,,,,
31,21609,117800,-1.4,689992,,,,,
,,,,,31,216,3539,-35.3,690403
31,21656,117900,-0.6,690495,,,,,
31,21664,118000,-1.4,691324,,,,,
31,21670,118100,-1.6,692142,,,,,
,,,,,31,216,3549,-35.4,692403
31,21675,118200,-1.6,692933,,,,,
31,21693,118300,-1.2,693632,,,,,
,,,,,31,216,3559,-35.3,694403
31,21697,118400,-1.8,694515,,,,,
31,21698,118500,-1.5,695327,,,,,
31,21698,118600,-1.4,696177,,,,,
,,,,,31,216,3569,-34.8,696403
31,21709,118700,-1.2,696969,,,,,
30,21727,118800,-1.0,697696,,,,,
,,,,,30,216,3579,-34.3,698403
30,21745,118900,-1.1,698430,,,,,
30,21750,119000,-1.3,699253,,,,,
30,21761,119100,-1.3,700104,,,,,
,,,,,30,216,3589,-33.7,700403
30,21769,119200,-1.5,700868,,,,,
30,21778,119300,-1.2,701663,,,,,
30,21802,119400,-1.0,702325,,,,,
,,,,,30,216,3599,-33.5,702403
30,21813,119500,-1.5,703133,,,,,
30,21834,119600,-1.2,703797,,,,,
,,,,,30,216,3609,-33.4,704403
30,21847,119700,-1.1,704527,,,,,
30,21861,119800,-1.3,705233,,,,,
30,21888,119900,-1.0,705886,,,,,
,,,,,30,216,3619,-33.3,706403
30,21903,120000,-1.3,706680,,,,,
29,21921,120100,-1.2,707452,,,,,
29,21931,120200,-1.3,708264,,,,,
,,,,,29,216,3629,-33.0,708403
29,21964,120300,-0.7,708799,,,,,
29,22004,120400,-0.7,709393,,,,,
29,22023,120500,-1.2,710111,,,,,
,,,,,29,216,3639,-32.6,710403
29,22028,120600,-1.5,710938,,,,,
29,22032,120700,-1.4,711787,,,,,
,,,,,29,216,3649,-32.2,712403
29,22052,120800,-1.1,712544,,,,,
29,22074,120900,-1.1,713223,,,,,
29,22092,121000,-1.0,713947,,,,,
,,,,,29,216,3659,-31.6,714403
29,22095,121100,-1.5,714767,,,,,
29,22112,121200,-1.3,715455,,,,,
29,22139,121300,-1.0,716126,,,,,
,,,,,29,216,3669,-31.7,716403
29,22158,121400,-1.0,716855,,,,,
28,22203,121500,-0.4,717389,,,,,
28,22225,121600,-0.7,718113,,,,,
,,,,,28,216,3679,-31.5,718403
28,22245,121700,-0.8,718827,,,,,
28,22276,121800,-0.9,719434,,,,,
28,22279,121900,-1.6,720201,,,,,
,,,,,28,216,3689,-31.5,720403
28,22289,122000,-1.2,720931,,,,,
28,22320,122100,-0.8,721554,,,,,
28,22357,122200,-0.5,722131,,,,,
,,,,,28,216,3699,-31.2,722403
28,22362,122300,-1.3,722957,,,,,
28,22383,122400,-1.0,723673,,,,,
,,,,,28,216,3709,-30.6,724403
28,22387,122500,-1.3,724544,,,,,
28,22388,122600,-1.6,725370,,,,,
28,22392,122700,-1.4,726194,,,,,
,,,,,28,216,3719,-30.3,726403
28,22406,122800,-1.1,726967,,,,,
27,22418,122900,-1.2,727783,,,,,
,,,,,27,216,3729,-30.1,728403
27,22424,123000,-1.3,728633,,,,,
27,22445,123100,-0.9,729344,,,,,
27,22453,123200,-1.2,730203,,,,,
,,,,,27,216,3739,-29.5,730403
27,22456,123300,-1.5,731063,,,,,
27,22461,123400,-1.4,731903,,,,,
,,,,,27,216,3749,-29.2,732403
27,22466,123500,-1.2,732720,,,,,
27,22469,123600,-1.4,733581,,,,,
27,22483,123700,-1.1,734356,,,,,
,,,,,27,216,3759,-29.2,734403
27,22489,123800,-1.3,735243,,,,,
27,22491,123900,-1.4,736095,,,,,
,,,,,27,216,3769,-28.7,736403
27,22491,124000,-1.4,736933,,,,,
26,22498,124100,-1.3,737795,,,,,
,,,,,26,216,3779,-29.0,738403
26,22517,124200,-1.0,738518,,,,,
26,22525,124300,-1.3,739263,,,,,
26,22532,124400,-1.4,740133,,,,,
,,,,,26,216,3789,-28.9,740403
26,22569,124500,-0.5,740712,,,,,
26,22572,124600,-1.3,741601,,,,,
26,22591,124700,-0.9,742302,,,,,
,,,,,26,217,3799,-28.6,742381
26,22606,124800,-1.1,743061,,,,,
26,22624,124900,-1.2,743820,,,,,
,,,,,26,217,3809,-29.0,744381
26,22645,125000,-1.1,744546,,,,,
26,22656,125100,-1.0,745326,,,,,
26,22674,125200,-1.1,746022,,,,,
,,,,,26,217,3819,-28.6,746381
26,22683,125300,-1.1,746857,,,,,
25,22697,125400,-1.0,747645,,,,,
25,22710,125500,-1.1,748377,,,,,
,,,,,25,217,3829,-28.3,748381
25,22723,125600,-1.2,749157,,,,,
25,22726,125700,-1.3,750031,,,,,
,,,,,25,217,3839,-28.5,750381
25,22752,125800,-0.9,750717,,,,,
25,22761,125900,-1.2,751496,,,,,
25,22781,126000,-0.9,752181,,,,,
,,,,,25,217,3849,-28.5,752381
25,22802,126100,-0.8,752902,,,,,
25,22815,126200,-1.0,753669,,,,,
,,,,,25,217,3859,-28.1,754381
25,22817,126300,-1.3,754561,,,,,
25,22820,126400,-1.5,755422,,,,,
25,22856,126500,-0.4,756014,,,,,
,,,,,25,217,3869,-27.9,756381
25,22858,126600,-1.3,756857,,,,,
24,22863,126700,-1.2,757669,,,,,
,,,,,24,217,3879,-27.8,758381
24,22863,126800,-1.3,758512,,,,,
24,22866,126900,-1.2,759378,,,,,
24,22887,127000,-0.8,760086,,,,,
,,,,,24,217,3889,-27.3,760381
24,22889,127100,-1.3,760981,,,,,
24,22904,127200,-1.0,761744,,,,,
24,22931,127300,-0.7,762369,,,,,
,,,,,24,217,3899,-27.4,762381
24,22954,127400,-0.8,763024,,,,,
24,22955,127500,-1.5,763943,,,,,
,,,,,24,217,3909,-27.1,764381
24,22969,127600,-0.9,764752,,,,,
24,22971,127700,-1.3,765611,,,,,
,,,,,24,217,3919,-26.8,766381
24,22973,127800,-1.1,766477,,,,,
24,23002,127900,-0.6,767135,,,,,
23,23022,128000,-0.7,767829,,,,,
,,,,,23,217,3929,-26.4,768381
23,23038,128100,-1.0,768581,,,,,
23,23056,128200,-0.9,769299,,,,,
23,23067,128300,-1.0,770087,,,,,
,,,,,23,217,3939,-26.0,770381
23,23072,128400,-1.1,770970,,,,,
23,23074,128500,-1.2,771867,,,,,
,,,,,23,217,3949,-25.6,772381
23,23076,128600,-1.2,772725,,,,,
23,23077,128700,-1.3,773565,,,,,
,,,,,23,217,3959,-25.3,774381
23,23083,128800,-0.9,774431,,,,,
23,23085,128900,-1.3,775334,,,,,
23,23089,129000,-1.0,776241,,,,,
,,,,,23,217,3969,-24.9,776381
23,23108,129100,-0.8,776971,,,,,
22,23115,129200,-1.0,777824,,,,,
,,,,,22,217,3979,-24.4,778381
22,23139,129300,-0.7,778523,,,,,
22,23140,129400,-1.2,779417,,,,,
22,23166,129500,-0.6,780114,,,,,
,,,,,22,217,3989,-24.2,780381
22,23183,129600,-0.9,780883,,,,,
22,23196,129700,-1.0,781666,,,,,
,,,,,22,217,3999,-24.2,782381
22,23198,129800,-1.3,782523,,,,,
22,23199,129900,-1.1,783411,,,,,
22,23201,130000,-1.2,784255,,,,,
,,,,,22,217,4009,-23.7,784381
22,23226,130100,-0.7,784950,,,,,
22,23233,130200,-1.0,785774,,,,,
,,,,,22,217,4019,-23.8,786381
22,23238,130300,-1.2,786611,,,,,
22,23238,130400,-1.4,787464,,,,,
21,23238,130500,-1.4,788318,,,,,
,,,,,21,217,4029,-24.2,788381
21,23241,130600,-0.9,789221,,,,,
21,23246,130700,-1.0,790117,,,,,
,,,,,21,217,4039,-23.7,790381
21,23247,130800,-1.3,790981,,,,,
21,23248,130900,-1.0,791928,,,,,
,,,,,21,217,4049,-23.5,792381
21,23249,131000,-1.1,792781,,,,,
21,23255,131100,-1.1,793634,,,,,
,,,,,21,217,4059,-23.5,794381
21,23271,131200,-0.7,794424,,,,,
21,23298,131300,-0.5,795106,,,,,
21,23309,131400,-1.2,795940,,,,,
,,,,,21,217,4069,-23.5,796381
21,23340,131500,-0.5,796566,,,,,
21,23343,131600,-1.1,797444,,,,,
20,23347,131700,-1.1,798271,,,,,
,,,,,20,217,4079,-23.6,798381
20,23348,131800,-1.3,799165,,,,,
20,23349,131900,-1.1,800050,,,,,
,,,,,20,217,4089,-23.7,800381
20,23352,132000,-1.0,800938,,,,,
20,23366,132100,-0.8,801696,,,,,
,,,,,20,217,4099,-23.0,802381
20,23388,132200,-0.7,802418,,,,,
20,23414,132300,-0.5,803089,,,,,
20,23417,132400,-1.0,803933,,,,,
,,,,,20,218,4109,-22.6,804302
20,23418,132500,-1.1,804863,,,,,
20,23439,132600,-0.6,805616,,,,,
,,,,,20,218,4119,-22.4,806302
20,23442,132700,-1.2,806532,,,,,
20,23444,132800,-1.0,807436,,,,,
19,23446,132900,-1.1,808292,,,,,
,,,,,19,218,4129,-21.8,808302
19,23449,133000,-1.0,809201,,,,,
19,23460,133100,-0.8,810044,,,,,
,,,,,19,218,4139,-21.9,810302
19,23461,133200,-1.0,810932,,,,,
19,23475,133300,-0.7,811712,,,,,
,,,,,19,218,4149,-21.5,812302
19,23477,133400,-0.9,812579,,,,,
19,23495,133500,-0.8,813298,,,,,
19,23508,133600,-0.7,814101,,,,,
,,,,,19,218,4159,-21.2,814302
19,23526,133700,-0.8,814792,,,,,
19,23537,133800,-0.8,815625,,,,,
,,,,,19,218,4169,-20.9,816302
19,23561,133900,-0.6,816314,,,,,
19,23572,134000,-0.9,817144,,,,,
19,23572,134100,-1.3,818035,,,,,
,,,,,18,218,4179,-20.8,818302
18,23574,134200,-1.1,818888,,,,,
18,23580,134300,-0.9,819742,,,,,
,,,,,18,218,4189,-20.5,820302
18,23609,134400,-0.5,820388,,,,,
18,23643,134500,-0.5,821014,,,,,
18,23644,134600,-1.0,821945,,,,,
,,,,,18,218,4199,-20.5,822302
18,23661,134700,-0.7,822699,,,,,
18,23663,134800,-1.0,823634,,,,,
,,,,,18,218,4209,-20.6,824302
18,23677,134900,-0.9,824400,,,,,
18,23688,135000,-0.8,825206,,,,,
18,23710,135100,-0.6,825932,,,,,
,,,,,18,218,4219,-20.5,826302
18,23725,135200,-0.7,826712,,,,,
18,23730,135300,-1.0,827608,,,,,
,,,,,17,218,4229,-20.3,828302
17,23737,135400,-0.9,828433,,,,,
17,23758,135500,-0.6,829213,,,,,
17,23770,135600,-0.8,830025,,,,,
,,,,,17,218,4239,-20.3,830302
17,23782,135700,-0.9,830807,,,,,
17,23797,135800,-0.7,831632,,,,,
,,,,,17,218,4249,-20.3,832302
17,23798,135900,-0.9,832553,,,,,
17,23799,136000,-1.0,833466,,,,,
,,,,,17,218,4259,-20.2,834302
17,23801,136100,-0.9,834389,,,,,
17,23803,136200,-0.8,835302,,,,,
17,23804,136300,-1.0,836248,,,,,
,,,,,17,218,4269,-20.0,836302
17,23810,136400,-0.9,837112,,,,,
17,23811,136500,-0.9,838012,,,,,
,,,,,17,218,4279,-19.5,838302
16,23827,136600,-0.5,838783,,,,,
16,23862,136700,-0.4,839398,,,,,
16,23885,136800,-0.6,840091,,,,,
,,,,,16,218,4289,-19.3,840302
16,23896,136900,-0.6,840902,,,,,
16,23899,137000,-0.7,841822,,,,,
,,,,,16,218,4299,-18.8,842302
16,23904,137100,-0.8,842696,,,,,
16,23916,137200,-0.7,843492,,,,,
,,,,,16,218,4309,-18.4,844302
16,23920,137300,-0.7,844381,,,,,
16,23921,137400,-0.9,845312,,,,,
16,23924,137500,-0.7,846212,,,,,
,,,,,16,218,4319,-18.0,846302
16,23937,137600,-0.5,847045,,,,,
16,23940,137700,-0.7,847932,,,,,
,,,,,16,218,4329,-17.5,848302
15,23961,137800,-0.5,848682,,,,,
15,23963,137900,-1.0,849574,,,,,
,,,,,15,218,4339,-17.1,850302
15,23965,138000,-0.8,850438,,,,,
15,23967,138100,-0.7,851382,,,,,
15,23970,138200,-0.7,852285,,,,,
,,,,,15,218,4349,-16.7,852302
15,23974,138300,-0.9,853182,,,,,
15,23974,138400,-0.9,854139,,,,,
,,,,,15,218,4359,-16.6,854302
15,23974,138500,-0.9,855043,,,,,
15,23974,138600,-0.9,855961,,,,,
,,,,,15,218,4369,-16.6,856302
15,23976,138700,-0.8,856890,,,,,
15,23977,138800,-0.8,857812,,,,,
,,,,,15,218,4379,-16.4,858302
14,23979,138900,-0.7,858732,,,,,
14,23982,139000,-0.8,859648,,,,,
,,,,,14,218,4389,-16.2,860302
14,23998,139100,-0.5,860437,,,,,
14,24013,139200,-0.5,861233,,,,,
14,24020,139300,-0.7,862102,,,,,
,,,,,14,218,4399,-16.0,862302
14,24020,139400,-0.6,863063,,,,,
14,24023,139500,-0.7,863987,,,,,
,,,,,14,218,4409,-15.6,864302
14,24027,139600,-0.8,864887,,,,,
14,24029,139700,-0.7,865772,,,,,
,,,,,14,218,4419,-15.5,866302
14,24031,139800,-0.8,866663,,,,,
14,24033,139900,-0.8,867558,,,,,
,,,,,14,218,4429,-15.6,868302
14,24036,140000,-0.8,868472,,,,,
13,24036,140100,-0.7,869392,,,,,
,,,,,13,218,4439,-15.4,870302
13,24036,140200,-0.7,870322,,,,,
13,24039,140300,-0.6,871189,,,,,
13,24041,140400,-0.7,872093,,,,,
,,,,,13,218,4449,-15.2,872302
13,24043,140500,-0.6,873051,,,,,
13,24044,140600,-0.7,873972,,,,,
,,,,,13,218,4459,-14.7,874302
13,24044,140700,-0.7,874872,,,,,
13,24048,140800,-0.8,875754,,,,,
,,,,,13,218,4469,-14.3,876302
13,24074,140900,-0.4,876456,,,,,
13,24085,141000,-0.5,877342,,,,,
13,24085,141100,-0.7,878302,,,,,
,,,,,13,218,4479,-14.0,878302
12,24089,141200,-0.7,879174,,,,,
12,24093,141300,-0.6,880102,,,,,
,,,,,12,218,4489,-13.8,880302
12,24093,141400,-0.8,881022,,,,,
12,24104,141500,-0.5,881879,,,,,
,,,,,12,218,4499,-13.7,882302
12,24113,141600,-0.3,882762,,,,,
12,24140,141700,-0.2,883473,,,,,
,,,,,12,218,4509,-13.6,884302
12,24141,141800,-0.6,884442,,,,,
12,24143,141900,-0.6,885362,,,,,
12,24152,142000,-0.6,886204,,,,,
,,,,,12,218,4519,-13.2,886302
12,24154,142100,-0.8,887122,,,,,
12,24154,142200,-0.5,888095,,,,,
,,,,,12,218,4529,-12.9,888302
11,24155,142300,-0.8,889040,,,,,
11,24168,142400,-0.4,889892,,,,,
,,,,,11,218,4539,-12.9,890302
11,24171,142500,-0.6,890784,,,,,
11,24176,142600,-0.6,891692,,,,,
,,,,,11,218,4549,-12.8,892302
11,24176,142700,-0.6,892632,,,,,
11,24176,142800,-0.6,893574,,,,,
,,,,,11,218,4559,-12.7,894302
11,24177,142900,-0.6,894522,,,,,
11,24179,143000,-0.6,895467,,,,,
11,24193,143100,-0.3,896272,,,,,
,,,,,11,218,4569,-12.3,896302
11,24193,143200,-0.5,897212,,,,,
11,24194,143300,-0.5,898172,,,,,
,,,,,11,218,4579,-11.9,898302
10,24195,143400,-0.6,899059,,,,,
10,24207,143500,-0.5,899865,,,,,
,,,,,10,218,4589,-11.7,900302
10,24211,143600,-0.6,900756,,,,,
10,24213,143700,-0.5,901702,,,,,
,,,,,10,218,4599,-11.4,902302
10,24214,143800,-0.6,902632,,,,,
10,24218,143900,-0.3,903562,,,,,
,,,,,10,218,4609,-11.3,904302
10,24219,144000,-0.6,904512,,,,,
10,24228,144100,-0.2,905380,,,,,
10,24229,144200,-0.4,906302,,,,,
,,,,,10,218,4619,-10.9,906302
10,24229,144300,-0.7,907243,,,,,
10,24230,144400,-0.5,908163,,,,,
,,,,,10,218,4629,-10.7,908302
10,24248,144500,-0.3,908955,,,,,
9,24259,144600,-0.4,909797,,,,,
,,,,,9,218,4639,-10.3,910302
9,24268,144700,-0.4,910665,,,,,
9,24273,144800,-0.4,911546,,,,,
,,,,,9,218,4649,-9.9,912302
9,24273,144900,-0.4,912532,,,,,
9,24275,145000,-0.4,913464,,,,,
,,,,,9,218,4659,-9.6,914302
9,24275,145100,-0.5,914400,,,,,
9,24277,145200,-0.4,915312,,,,,
9,24278,145300,-0.4,916242,,,,,
,,,,,9,218,4669,-9.5,916302
9,24279,145400,-0.5,917182,,,,,
9,24279,145500,-0.5,918112,,,,,
,,,,,9,218,4679,-9.5,918302
9,24280,145600,-0.4,919083,,,,,
8,24280,145700,-0.5,920056,,,,,
,,,,,8,218,4689,-9.1,920302
8,24284,145800,-0.4,920981,,,,,
8,24285,145900,-0.4,921932,,,,,
,,,,,8,218,4699,-8.8,922302
8,24285,146000,-0.5,922884,,,,,
8,24286,146100,-0.4,923818,,,,,
,,,,,8,218,4709,-8.8,924302
8,24288,146200,-0.4,924772,,,,,
8,24297,146300,-0.3,925601,,,,,
,,,,,8,218,4719,-8.7,926302
8,24297,146400,-0.5,926543,,,,,
8,24297,146500,-0.3,927469,,,,,
,,,,,8,218,4729,-8.3,928302
8,24301,146600,-0.4,928403,,,,,
7,24303,146700,-0.3,929347,,,,,
7,24311,146800,-0.3,930222,,,,,
,,,,,7,218,4739,-8.1,930302
7,24315,146900,-0.3,931142,,,,,
7,24323,147000,-0.3,932002,,,,,
,,,,,7,218,4749,-7.9,932302
7,24324,147100,-0.4,932911,,,,,
7,24325,147200,-0.3,933848,,,,,
,,,,,7,218,4759,-7.7,934302
7,24325,147300,-0.4,934762,,,,,
7,24326,147400,-0.3,935700,,,,,
,,,,,7,218,4769,-7.5,936302
7,24328,147500,-0.4,936625,,,,,
7,24328,147600,-0.4,937603,,,,,
,,,,,7,218,4779,-7.1,938302
7,24328,147700,-0.3,938582,,,,,
6,24328,147800,-0.3,939512,,,,,
,,,,,6,218,4789,-6.8,940302
6,24328,147900,-0.3,940472,,,,,
6,24328,148000,-0.3,941432,,,,,
,,,,,6,218,4799,-6.6,942302
6,24328,148100,-0.3,942392,,,,,
6,24328,148200,-0.4,943352,,,,,
,,,,,6,218,4809,-6.4,944302
6,24329,148300,-0.4,944322,,,,,
6,24353,148400,0.0,945082,,,,,
6,24353,148500,-0.3,946052,,,,,
,,,,,6,218,4819,-6.2,946302
6,24354,148600,-0.2,947042,,,,,
6,24358,148700,-0.2,947982,,,,,
,,,,,6,218,4829,-6.0,948302
6,24358,148800,-0.4,948942,,,,,
5,24358,148900,-0.2,949936,,,,,
,,,,,5,218,4839,-5.7,950302
5,24359,149000,-0.3,950869,,,,,
5,24363,149100,-0.3,951780,,,,,
,,,,,5,218,4849,-5.7,952302
5,24369,149200,-0.1,952694,,,,,
5,24379,149300,-0.1,953595,,,,,
,,,,,5,218,4859,-5.5,954302
5,24383,149400,-0.2,954532,,,,,
5,24383,149500,-0.2,955512,,,,,
,,,,,5,218,4869,-5.2,956302
5,24383,149600,-0.2,956492,,,,,
5,24383,149700,-0.3,957452,,,,,
,,,,,5,218,4879,-5.0,958302
5,24384,149800,-0.2,958432,,,,,
5,24384,149900,-0.2,959412,,,,,
4,24394,150000,-0.1,960292,,,,,
,,,,,4,218,4889,-4.9,960302
4,24394,150100,-0.2,961246,,,,,
4,24397,150200,-0.2,962181,,,,,
,,,,,4,218,4899,-4.6,962302
4,24399,150300,-0.2,963132,,,,,
4,24400,150400,-0.1,964102,,,,,
,,,,,4,218,4909,-4.2,964302
4,24400,150500,-0.1,965072,,,,,
4,24408,150600,-0.1,965999,,,,,
,,,,,4,218,4919,-4.0,966302
4,24410,150700,-0.2,966962,,,,,
