% time spent exploring,Local Reached Total Count,episodes,mean 100 episode reward,steps,% time spent exploring in plan,Goal Reached Total Count,plan episodes,plan mean 100 episode reward,plan steps
72,7183,51300,-2.2,278991,,,,,
,,,,,72,150,1459,-76.7,279316
72,7186,51400,-3.3,279726,,,,,
72,7207,51500,-2.1,280284,,,,,
72,7223,51600,-2.3,280804,,,,,
,,,,,72,150,1469,-76.4,281316
72,7242,51700,-2.7,281434,,,,,
72,7263,51800,-2.1,281954,,,,,
72,7275,51900,-3.1,282619,,,,,
71,7304,52000,-1.9,283136,,,,,
,,,,,71,150,1479,-76.1,283316
71,7329,52100,-2.0,283671,,,,,
71,7346,52200,-2.2,284208,,,,,
71,7377,52300,-2.0,284758,,,,,
71,7393,52400,-2.1,285255,,,,,
,,,,,71,150,1489,-75.9,285316
71,7412,52500,-2.3,285812,,,,,
71,7422,52600,-2.8,286469,,,,,
71,7429,52700,-3.4,287204,,,,,
,,,,,71,150,1499,-75.9,287316
71,7446,52800,-2.6,287843,,,,,
71,7455,52900,-3.2,288541,,,,,
71,7469,53000,-2.5,289126,,,,,
,,,,,71,150,1509,-76.5,289316
71,7494,53100,-2.2,289683,,,,,
71,7510,53200,-2.8,290316,,,,,
71,7518,53300,-3.2,290946,,,,,
,,,,,71,150,1519,-76.4,291316
71,7540,53400,-1.8,291474,,,,,
71,7554,53500,-2.6,292092,,,,,
71,7569,53600,-2.5,292676,,,,,
70,7593,53700,-2.0,293210,,,,,
,,,,,70,150,1529,-76.0,293316
70,7608,53800,-2.6,293813,,,,,
70,7619,53900,-2.6,294460,,,,,
70,7640,54000,-2.3,295039,,,,,
,,,,,70,151,1539,-75.0,295260
70,7663,54100,-2.3,295609,,,,,
70,7671,54200,-3.0,296244,,,,,
70,7693,54300,-2.2,296839,,,,,
,,,,,70,151,1549,-74.7,297260
70,7710,54400,-2.2,297371,,,,,
70,7732,54500,-2.0,297921,,,,,
70,7757,54600,-2.1,298475,,,,,
70,7784,54700,-2.0,298993,,,,,
,,,,,70,153,1559,-73.9,299192
70,7798,54800,-2.3,299533,,,,,
70,7807,54900,-3.1,300230,,,,,
70,7832,55000,-2.1,300742,,,,,
,,,,,70,153,1569,-74.0,301192
70,7847,55100,-2.5,301362,,,,,
70,7880,55200,-1.8,301834,,,,,
70,7897,55300,-2.3,302461,,,,,
69,7918,55400,-2.2,303052,,,,,
,,,,,69,153,1579,-73.6,303192
69,7945,55500,-2.0,303597,,,,,
69,7980,55600,-1.4,304032,,,,,
69,8009,55700,-2.2,304593,,,,,
,,,,,69,155,1589,-73.0,305113
69,8023,55800,-2.7,305202,,,,,
69,8044,55900,-2.2,305764,,,,,
69,8074,56000,-1.5,306194,,,,,
69,8102,56100,-2.0,306690,,,,,
,,,,,69,157,1599,-71.6,306909
69,8134,56200,-1.6,307136,,,,,
69,8161,56300,-2.1,307630,,,,,
69,8190,56400,-1.7,308111,,,,,
69,8215,56500,-1.8,308594,,,,,
,,,,,69,158,1609,-70.8,308890
69,8231,56600,-2.3,309188,,,,,
69,8257,56700,-2.0,309690,,,,,
69,8285,56800,-1.9,310216,,,,,
69,8320,56900,-1.2,310587,,,,,
,,,,,69,158,1619,-69.5,310890
69,8347,57000,-2.0,311130,,,,,
69,8365,57100,-2.5,311757,,,,,
69,8393,57200,-1.8,312258,,,,,
69,8412,57300,-2.1,312769,,,,,
,,,,,69,160,1629,-69.0,312846
68,8434,57400,-1.9,313286,,,,,
68,8465,57500,-1.8,313764,,,,,
68,8484,57600,-2.2,314363,,,,,
,,,,,68,161,1639,-68.7,314798
68,8498,57700,-2.5,314955,,,,,
68,8521,57800,-2.1,315521,,,,,
68,8546,57900,-1.9,316031,,,,,
68,8556,58000,-2.9,316695,,,,,
,,,,,68,162,1649,-68.0,316695
68,8576,58100,-2.0,317241,,,,,
68,8593,58200,-2.4,317847,,,,,
68,8617,58300,-1.9,318379,,,,,
,,,,,68,162,1659,-68.3,318695
68,8646,58400,-1.9,318873,,,,,
68,8664,58500,-2.4,319488,,,,,
68,8683,58600,-2.6,320088,,,,,
,,,,,68,163,1669,-67.4,320609
68,8700,58700,-2.4,320682,,,,,
68,8726,58800,-2.2,321282,,,,,
68,8751,58900,-1.9,321768,,,,,
68,8768,59000,-2.7,322395,,,,,
,,,,,68,164,1679,-67.5,322483
68,8794,59100,-2.0,322942,,,,,
67,8804,59200,-2.7,323584,,,,,
67,8840,59300,-1.2,324029,,,,,
,,,,,67,165,1689,-67.2,324394
67,8861,59400,-2.5,324614,,,,,
67,8882,59500,-2.1,325179,,,,,
67,8904,59600,-2.0,325723,,,,,
67,8945,59700,-1.3,326127,,,,,
,,,,,67,165,1699,-67.7,326394
67,8968,59800,-2.2,326706,,,,,
67,8988,59900,-1.9,327212,,,,,
67,9020,60000,-1.5,327677,,,,,
67,9053,60100,-1.7,328174,,,,,
,,,,,67,166,1709,-67.4,328333
67,9067,60200,-2.5,328810,,,,,
67,9094,60300,-2.0,329353,,,,,
67,9116,60400,-2.0,329886,,,,,
,,,,,67,166,1719,-67.5,330333
67,9126,60500,-2.5,330496,,,,,
67,9148,60600,-2.1,331060,,,,,
67,9173,60700,-1.9,331562,,,,,
67,9203,60800,-1.7,332016,,,,,
,,,,,67,166,1729,-67.6,332333
67,9208,60900,-3.1,332713,,,,,
66,9216,61000,-2.8,333436,,,,,
66,9234,61100,-2.3,334031,,,,,
,,,,,66,167,1739,-67.5,334166
66,9249,61200,-2.4,334641,,,,,
66,9286,61300,-1.4,335144,,,,,
66,9307,61400,-1.7,335634,,,,,
,,,,,66,167,1749,-67.3,336166
66,9330,61500,-2.2,336277,,,,,
66,9341,61600,-2.6,336902,,,,,
66,9368,61700,-2.0,337433,,,,,
66,9386,61800,-2.4,338057,,,,,
,,,,,66,167,1759,-67.3,338166
66,9401,61900,-2.5,338713,,,,,
66,9433,62000,-2.1,339296,,,,,
66,9448,62100,-2.4,339953,,,,,
,,,,,66,167,1769,-67.6,340166
66,9478,62200,-1.7,340443,,,,,
66,9499,62300,-2.2,341046,,,,,
66,9525,62400,-1.8,341555,,,,,
,,,,,66,167,1779,-67.1,342166
66,9535,62500,-2.6,342175,,,,,
66,9545,62600,-3.0,342859,,,,,
66,9577,62700,-1.8,343368,,,,,
65,9604,62800,-1.9,343894,,,,,
,,,,,65,167,1789,-68.1,344166
65,9625,62900,-2.1,344429,,,,,
65,9639,63000,-2.7,345114,,,,,
65,9664,63100,-2.2,345700,,,,,
65,9700,63200,-1.3,346135,,,,,
,,,,,65,167,1799,-68.2,346166
65,9713,63300,-2.6,346826,,,,,
65,9734,63400,-1.9,347346,,,,,
65,9742,63500,-2.7,348079,,,,,
,,,,,65,167,1809,-68.5,348166
65,9772,63600,-1.6,348563,,,,,
65,9799,63700,-2.0,349123,,,,,
65,9833,63800,-1.5,349606,,,,,
,,,,,65,169,1819,-67.3,349933
65,9862,63900,-1.9,350109,,,,,
65,9894,64000,-1.5,350618,,,,,
65,9903,64100,-2.9,351346,,,,,
,,,,,65,169,1829,-67.3,351933
65,9922,64200,-2.8,352002,,,,,
65,9938,64300,-2.6,352665,,,,,
65,9975,64400,-1.5,353137,,,,,
64,9991,64500,-2.4,353720,,,,,
,,,,,64,171,1839,-67.0,353747
64,10013,64600,-2.3,354321,,,,,
64,10034,64700,-2.3,354912,,,,,
64,10039,64800,-2.7,355596,,,,,
,,,,,64,171,1849,-67.6,355747
64,10054,64900,-2.6,356233,,,,,
64,10079,65000,-1.7,356742,,,,,
64,10096,65100,-2.4,357362,,,,,
,,,,,64,171,1859,-67.7,357747
64,10118,65200,-2.2,357967,,,,,
64,10152,65300,-1.8,358554,,,,,
64,10175,65400,-2.1,359191,,,,,
,,,,,64,172,1869,-66.9,359671
64,10192,65500,-2.2,359817,,,,,
64,10212,65600,-2.1,360404,,,,,
64,10233,65700,-2.6,361033,,,,,
64,10252,65800,-2.1,361624,,,,,
,,,,,64,172,1879,-67.2,361671
64,10273,65900,-2.3,362237,,,,,
64,10285,66000,-2.2,362842,,,,,
64,10313,66100,-1.8,363376,,,,,
,,,,,64,173,1889,-66.3,363579
63,10338,66200,-1.6,363910,,,,,
63,10357,66300,-2.2,364525,,,,,
63,10388,66400,-1.7,365050,,,,,
63,10419,66500,-1.6,365563,,,,,
,,,,,63,173,1899,-65.2,365579
63,10456,66600,-1.5,366009,,,,,
63,10492,66700,-1.6,366538,,,,,
63,10512,66800,-2.0,367123,,,,,
,,,,,63,173,1909,-64.6,367579
63,10549,66900,-1.3,367593,,,,,
63,10567,67000,-2.1,368162,,,,,
63,10580,67100,-2.4,368830,,,,,
63,10599,67200,-2.3,369452,,,,,
,,,,,63,173,1919,-65.5,369579
63,10615,67300,-2.6,370151,,,,,
63,10645,67400,-1.7,370689,,,,,
63,10671,67500,-1.8,371190,,,,,
,,,,,63,174,1929,-64.8,371518
63,10707,67600,-1.5,371655,,,,,
63,10721,67700,-2.2,372319,,,,,
63,10730,67800,-2.9,373007,,,,,
,,,,,63,174,1939,-65.0,373518
63,10732,67900,-2.7,373679,,,,,
62,10749,68000,-1.9,374247,,,,,
62,10775,68100,-1.8,374820,,,,,
62,10812,68200,-1.4,375285,,,,,
,,,,,62,174,1949,-64.0,375518
62,10829,68300,-2.2,375907,,,,,
62,10836,68400,-3.0,376649,,,,,
62,10856,68500,-2.1,377238,,,,,
,,,,,62,174,1959,-63.9,377518
62,10890,68600,-1.4,377694,,,,,
62,10907,68700,-2.1,378324,,,,,
62,10942,68800,-1.4,378791,,,,,
,,,,,62,177,1969,-62.9,379339
62,10969,68900,-1.9,379349,,,,,
62,11002,69000,-1.5,379861,,,,,
62,11019,69100,-2.3,380478,,,,,
62,11041,69200,-2.2,381107,,,,,
,,,,,62,177,1979,-62.6,381339
62,11060,69300,-2.2,381739,,,,,
62,11094,69400,-1.4,382249,,,,,
62,11127,69500,-1.6,382732,,,,,
62,11157,69600,-1.7,383283,,,,,
,,,,,62,177,1989,-62.4,383339
62,11177,69700,-2.0,383800,,,,,
61,11196,69800,-2.1,384361,,,,,
61,11208,69900,-2.6,385021,,,,,
,,,,,61,178,1999,-62.5,385190
61,11234,70000,-1.7,385547,,,,,
61,11246,70100,-2.5,386188,,,,,
61,11272,70200,-1.7,386714,,,,,
61,11308,70300,-1.3,387146,,,,,
,,,,,61,178,2009,-62.5,387190
61,11327,70400,-2.2,387753,,,,,
61,11353,70500,-1.8,388234,,,,,
61,11357,70600,-2.7,388906,,,,,
,,,,,61,178,2019,-62.7,389190
61,11376,70700,-2.1,389499,,,,,
61,11400,70800,-1.7,390069,,,,,
61,11417,70900,-2.5,390746,,,,,
,,,,,61,179,2029,-62.6,391164
61,11440,71000,-2.0,391307,,,,,
61,11462,71100,-2.2,391929,,,,,
61,11480,71200,-2.1,392535,,,,,
,,,,,61,182,2039,-61.7,392935
61,11511,71300,-1.8,393093,,,,,
61,11533,71400,-2.3,393772,,,,,
60,11554,71500,-2.1,394345,,,,,
60,11579,71600,-1.8,394905,,,,,
,,,,,60,182,2049,-62.0,394935
60,11604,71700,-1.7,395467,,,,,
60,11628,71800,-1.8,396097,,,,,
60,11634,71900,-3.0,396875,,,,,
,,,,,60,182,2059,-61.4,396935
60,11664,72000,-1.4,397323,,,,,
60,11689,72100,-1.9,397891,,,,,
60,11717,72200,-1.7,398422,,,,,
,,,,,60,183,2069,-62.0,398867
60,11755,72300,-1.4,398935,,,,,
60,11784,72400,-1.8,399497,,,,,
60,11788,72500,-2.9,400196,,,,,
60,11807,72600,-1.9,400777,,,,,
,,,,,60,183,2079,-61.7,400867
60,11834,72700,-1.6,401334,,,,,
60,11867,72800,-1.6,401838,,,,,
60,11893,72900,-1.8,402477,,,,,
,,,,,60,184,2089,-61.2,402806
60,11917,73000,-1.8,403005,,,,,
60,11951,73100,-1.6,403526,,,,,
59,11968,73200,-2.1,404179,,,,,
59,11989,73300,-2.0,404797,,,,,
,,,,,59,184,2099,-61.2,404806
59,11996,73400,-2.6,405550,,,,,
59,12024,73500,-1.9,406133,,,,,
,,,,,59,184,2109,-61.6,406806
59,12030,73600,-2.7,406817,,,,,
59,12061,73700,-1.6,407334,,,,,
59,12081,73800,-2.0,407928,,,,,
59,12128,73900,-1.0,408385,,,,,
,,,,,59,184,2119,-60.9,408806
59,12141,74000,-2.5,409088,,,,,
59,12167,74100,-1.6,409656,,,,,
59,12173,74200,-2.8,410324,,,,,
,,,,,59,184,2129,-61.0,410806
59,12186,74300,-2.4,410990,,,,,
59,12209,74400,-1.8,411606,,,,,
59,12225,74500,-2.2,412267,,,,,
,,,,,59,184,2139,-61.4,412806
59,12240,74600,-2.2,412905,,,,,
59,12275,74700,-1.4,413425,,,,,
59,12303,74800,-1.8,413980,,,,,
58,12327,74900,-1.8,414533,,,,,
,,,,,58,185,2149,-60.5,414727
58,12336,75000,-2.7,415217,,,,,
58,12343,75100,-2.5,415922,,,,,
58,12357,75200,-2.2,416555,,,,,
,,,,,58,185,2159,-61.0,416727
58,12372,75300,-2.4,417201,,,,,
58,12390,75400,-1.9,417723,,,,,
58,12400,75500,-2.6,418410,,,,,
,,,,,58,185,2169,-61.8,418727
58,12438,75600,-1.2,418860,,,,,
58,12472,75700,-1.4,419327,,,,,
58,12509,75800,-1.4,419773,,,,,
58,12527,75900,-2.2,420446,,,,,
,,,,,58,186,2179,-60.8,420601
58,12542,76000,-2.2,421144,,,,,
58,12570,76100,-1.7,421722,,,,,
58,12591,76200,-2.1,422306,,,,,
,,,,,58,187,2189,-61.0,422530
58,12612,76300,-2.0,422911,,,,,
58,12636,76400,-1.8,423523,,,,,
58,12675,76500,-1.1,423999,,,,,
,,,,,57,188,2199,-60.5,424515
57,12696,76600,-1.8,424619,,,,,
57,12725,76700,-1.5,425153,,,,,
57,12748,76800,-2.1,425774,,,,,
57,12776,76900,-1.7,426341,,,,,
,,,,,57,188,2209,-59.7,426515
57,12814,77000,-1.2,426807,,,,,
57,12834,77100,-1.9,427378,,,,,
57,12856,77200,-1.7,428023,,,,,
,,,,,57,188,2219,-59.3,428515
57,12863,77300,-2.5,428713,,,,,
57,12886,77400,-1.9,429311,,,,,
57,12908,77500,-1.9,429915,,,,,
,,,,,57,188,2229,-59.1,430515
57,12928,77600,-2.1,430556,,,,,
57,12946,77700,-2.1,431142,,,,,
57,12986,77800,-1.2,431600,,,,,
57,13004,77900,-2.1,432201,,,,,
,,,,,57,188,2239,-59.1,432515
57,13020,78000,-2.2,432897,,,,,
57,13045,78100,-1.6,433493,,,,,
57,13091,78200,-0.7,433871,,,,,
56,13127,78300,-1.4,434356,,,,,
,,,,,56,189,2249,-58.8,434492
56,13167,78400,-1.0,434816,,,,,
56,13198,78500,-1.7,435382,,,,,
56,13215,78600,-2.5,436063,,,,,
,,,,,56,189,2259,-58.0,436492
56,13244,78700,-1.6,436548,,,,,
56,13261,78800,-2.1,437187,,,,,
56,13281,78900,-1.9,437757,,,,,
56,13314,79000,-1.7,438297,,,,,
,,,,,56,190,2269,-57.1,438397
56,13332,79100,-2.0,438918,,,,,
56,13356,79200,-1.9,439483,,,,,
56,13380,79300,-1.8,440083,,,,,
,,,,,56,191,2279,-57.1,440244
56,13414,79400,-1.3,440588,,,,,
56,13450,79500,-1.4,441088,,,,,
56,13485,79600,-1.1,441519,,,,,
56,13512,79700,-1.6,442081,,,,,
,,,,,56,192,2289,-56.2,442146
56,13528,79800,-2.1,442770,,,,,
56,13567,79900,-1.0,443197,,,,,
56,13598,80000,-1.7,443748,,,,,
,,,,,56,194,2299,-55.9,443938
56,13634,80100,-1.4,444309,,,,,
55,13675,80200,-1.2,444783,,,,,
55,13710,80300,-1.2,445239,,,,,
55,13752,80400,-1.0,445691,,,,,
,,,,,55,194,2309,-55.1,445938
55,13776,80500,-2.0,446319,,,,,
55,13793,80600,-2.0,446988,,,,,
55,13818,80700,-1.7,447599,,,,,
,,,,,55,195,2319,-55.2,447870
55,13825,80800,-2.4,448349,,,,,
55,13850,80900,-1.7,448906,,,,,
55,13874,81000,-1.8,449462,,,,,
,,,,,55,195,2329,-54.8,449870
55,13907,81100,-1.5,449960,,,,,
55,13948,81200,-0.9,450496,,,,,
55,13956,81300,-2.2,451188,,,,,
,,,,,55,198,2339,-53.9,451632
55,13969,81400,-2.2,451886,,,,,
55,14003,81500,-1.0,452319,,,,,
55,14023,81600,-1.8,452881,,,,,
55,14035,81700,-2.1,453477,,,,,
,,,,,55,199,2349,-53.3,453550
55,14055,81800,-1.9,454116,,,,,
54,14079,81900,-1.7,454719,,,,,
54,14103,82000,-1.6,455330,,,,,
,,,,,54,199,2359,-53.0,455550
54,14133,82100,-1.3,455850,,,,,
54,14154,82200,-2.0,456491,,,,,
54,14192,82300,-1.3,456960,,,,,
,,,,,54,199,2369,-52.7,457550
54,14204,82400,-2.1,457649,,,,,
54,14222,82500,-2.1,458352,,,,,
54,14237,82600,-2.3,459060,,,,,
,,,,,54,199,2379,-53.4,459550
54,14251,82700,-2.1,459682,,,,,
54,14268,82800,-2.0,460321,,,,,
54,14290,82900,-1.7,460944,,,,,
,,,,,54,199,2389,-54.2,461550
54,14296,83000,-2.5,461636,,,,,
54,14316,83100,-1.8,462176,,,,,
54,14336,83200,-1.9,462760,,,,,
54,14364,83300,-1.7,463360,,,,,
,,,,,54,200,2399,-54.7,463493
54,14402,83400,-1.1,463807,,,,,
54,14430,83500,-1.5,464387,,,,,
53,14460,83600,-1.6,464949,,,,,
,,,,,53,200,2409,-54.8,465493
53,14474,83700,-2.0,465680,,,,,
53,14484,83800,-2.2,466412,,,,,
53,14505,83900,-1.8,467048,,,,,
,,,,,53,200,2419,-54.8,467493
53,14546,84000,-1.3,467560,,,,,
53,14568,84100,-1.9,468138,,,,,
53,14607,84200,-1.3,468626,,,,,
53,14621,84300,-2.2,469303,,,,,
,,,,,53,200,2429,-54.8,469493
53,14630,84400,-2.3,470057,,,,,
53,14662,84500,-1.3,470621,,,,,
53,14680,84600,-2.0,471185,,,,,
,,,,,53,201,2439,-55.0,471399
53,14711,84700,-1.4,471763,,,,,
53,14738,84800,-1.2,472281,,,,,
53,14755,84900,-1.8,472915,,,,,
53,14799,85000,-1.1,473399,,,,,
,,,,,53,201,2449,-55.0,473399
53,14845,85100,-0.9,473845,,,,,
53,14890,85200,-1.0,474286,,,,,
52,14907,85300,-1.9,474967,,,,,
52,14946,85400,-1.0,475388,,,,,
,,,,,52,201,2459,-54.7,475399
52,14976,85500,-1.5,475969,,,,,
52,14991,85600,-1.9,476644,,,,,
52,15001,85700,-2.1,477323,,,,,
,,,,,52,201,2469,-54.4,477399
52,15026,85800,-1.6,477855,,,,,
52,15060,85900,-1.2,478399,,,,,
52,15096,86000,-1.3,478908,,,,,
,,,,,52,201,2479,-53.5,479399
52,15135,86100,-1.5,479483,,,,,
52,15150,86200,-2.0,480197,,,,,
52,15174,86300,-1.7,480810,,,,,
52,15201,86400,-1.4,481381,,,,,
,,,,,52,201,2489,-53.1,481399
52,15233,86500,-1.5,482000,,,,,
52,15253,86600,-1.7,482661,,,,,
52,15276,86700,-1.8,483266,,,,,
,,,,,52,201,2499,-52.5,483399
52,15287,86800,-2.2,483966,,,,,
52,15310,86900,-1.6,484651,,,,,
51,15327,87000,-1.9,485303,,,,,
,,,,,51,201,2509,-52.9,485399
51,15349,87100,-1.8,485970,,,,,
51,15389,87200,-1.1,486481,,,,,
51,15413,87300,-1.7,487094,,,,,
,,,,,51,202,2519,-52.4,487326
51,15453,87400,-1.1,487556,,,,,
51,15477,87500,-1.8,488135,,,,,
51,15513,87600,-1.3,488646,,,,,
51,15541,87700,-1.4,489215,,,,,
,,,,,51,202,2529,-51.8,489326
51,15573,87800,-1.2,489805,,,,,
51,15604,87900,-1.7,490388,,,,,
51,15635,88000,-1.4,490925,,,,,
,,,,,51,202,2539,-51.5,491326
51,15658,88100,-1.5,491477,,,,,
51,15669,88200,-2.3,492200,,,,,
51,15717,88300,-0.9,492591,,,,,
,,,,,51,202,2549,-52.3,493326
51,15724,88400,-2.3,493364,,,,,
51,15732,88500,-2.2,494094,,,,,
51,15757,88600,-1.6,494708,,,,,
50,15791,88700,-1.5,495289,,,,,
,,,,,50,202,2559,-52.6,495326
50,15805,88800,-2.0,495983,,,,,
50,15854,88900,-0.7,496364,,,,,
50,15890,89000,-1.2,496897,,,,,
,,,,,50,202,2569,-52.4,497326
50,15898,89100,-2.4,497593,,,,,
50,15901,89200,-2.5,498395,,,,,
50,15908,89300,-2.2,499153,,,,,
,,,,,50,202,2579,-52.8,499326
50,15925,89400,-1.9,499754,,,,,
50,15955,89500,-1.5,500356,,,,,
50,15973,89600,-2.0,501028,,,,,
,,,,,50,202,2589,-53.1,501326
50,15979,89700,-2.2,501760,,,,,
50,15998,89800,-1.9,502447,,,,,
50,16011,89900,-2.2,503136,,,,,
,,,,,50,202,2599,-53.4,503326
50,16029,90000,-2.1,503810,,,,,
50,16046,90100,-1.8,504499,,,,,
,,,,,49,203,2609,-53.2,505171
49,16052,90200,-2.6,505268,,,,,
49,16082,90300,-1.4,505832,,,,,
49,16085,90400,-2.3,506592,,,,,
,,,,,49,203,2619,-53.6,507171
49,16087,90500,-2.4,507371,,,,,
49,16114,90600,-1.7,507955,,,,,
49,16144,90700,-1.4,508481,,,,,
49,16163,90800,-1.6,509095,,,,,
,,,,,49,204,2629,-53.6,509130
49,16172,90900,-2.1,509830,,,,,
49,16195,91000,-1.6,510418,,,,,
49,16213,91100,-1.9,511039,,,,,
,,,,,49,204,2639,-53.9,511130
49,16250,91200,-1.2,511552,,,,,
49,16256,91300,-2.3,512288,,,,,
49,16307,91400,-0.8,512705,,,,,
,,,,,49,204,2649,-53.4,513130
49,16326,91500,-2.0,513407,,,,,
49,16340,91600,-2.2,514170,,,,,
49,16346,91700,-2.4,514981,,,,,
,,,,,49,204,2659,-53.6,515130
48,16375,91800,-1.4,515522,,,,,
48,16383,91900,-2.1,516299,,,,,
48,16400,92000,-1.7,516950,,,,,
,,,,,48,204,2669,-53.6,517130
48,16415,92100,-2.1,517653,,,,,
48,16423,92200,-2.2,518410,,,,,
48,16458,92300,-1.2,518940,,,,,
,,,,,48,204,2679,-53.2,519130
48,16485,92400,-1.4,519470,,,,,
48,16507,92500,-1.7,520050,,,,,
48,16529,92600,-1.5,520636,,,,,
,,,,,48,204,2689,-52.7,521130
48,16564,92700,-1.2,521140,,,,,
48,16595,92800,-1.5,521685,,,,,
48,16601,92900,-2.4,522451,,,,,
48,16637,93000,-1.3,522991,,,,,
,,,,,48,204,2699,-52.6,523130
48,16664,93100,-1.6,523544,,,,,
48,16687,93200,-1.6,524218,,,,,
48,16726,93300,-1.1,524677,,,,,
,,,,,48,204,2709,-52.6,525130
47,16730,93400,-2.4,525447,,,,,
47,16738,93500,-2.2,526223,,,,,
47,16745,93600,-2.1,526988,,,,,
,,,,,47,204,2719,-52.4,527130
47,16770,93700,-1.4,527580,,,,,
47,16779,93800,-2.0,528309,,,,,
47,16800,93900,-1.6,528934,,,,,
,,,,,47,204,2729,-52.1,529130
47,16822,94000,-1.6,529541,,,,,
47,16849,94100,-1.4,530085,,,,,
47,16873,94200,-1.6,530711,,,,,
,,,,,47,205,2739,-51.7,531114
47,16892,94300,-1.8,531386,,,,,
47,16896,94400,-2.1,532074,,,,,
47,16922,94500,-1.4,532730,,,,,
,,,,,47,205,2749,-51.4,533114
47,16945,94600,-1.5,533371,,,,,
47,16952,94700,-2.2,534155,,,,,
47,16975,94800,-1.5,534759,,,,,
,,,,,47,205,2759,-50.5,535114
46,16993,94900,-1.6,535427,,,,,
46,17020,95000,-1.3,536030,,,,,
46,17041,95100,-1.6,536641,,,,,
,,,,,46,206,2769,-49.8,536977
46,17069,95200,-1.4,537177,,,,,
46,17098,95300,-1.4,537769,,,,,
46,17140,95400,-0.9,538263,,,,,
46,17162,95500,-1.5,538893,,,,,
,,,,,46,206,2779,-49.3,538977
46,17164,95600,-2.3,539695,,,,,
46,17171,95700,-2.0,540401,,,,,
,,,,,46,206,2789,-49.2,540977
46,17190,95800,-1.7,541087,,,,,
46,17214,95900,-1.6,541713,,,,,
46,17222,96000,-2.3,542481,,,,,
,,,,,46,206,2799,-49.3,542977
46,17251,96100,-1.7,543057,,,,,
46,17258,96200,-2.1,543791,,,,,
46,17266,96300,-2.2,544568,,,,,
,,,,,46,206,2809,-49.2,544977
46,17270,96400,-2.3,545317,,,,,
45,17301,96500,-1.3,545871,,,,,
45,17346,96600,-0.8,546353,,,,,
45,17369,96700,-1.9,546967,,,,,
,,,,,45,206,2819,-49.0,546977
45,17376,96800,-2.3,547720,,,,,
45,17381,96900,-2.2,548431,,,,,
,,,,,45,206,2829,-49.5,548977
45,17408,97000,-1.7,549068,,,,,
45,17413,97100,-2.3,549832,,,,,
45,17415,97200,-2.1,550611,,,,,
,,,,,45,206,2839,-50.0,550977
45,17428,97300,-1.9,551329,,,,,
45,17434,97400,-2.2,552156,,,,,
45,17463,97500,-1.3,552710,,,,,
,,,,,45,206,2849,-49.9,552977
45,17475,97600,-1.9,553465,,,,,
45,17503,97700,-1.4,554091,,,,,
45,17520,97800,-1.7,554759,,,,,
,,,,,45,206,2859,-49.9,554977
45,17556,97900,-1.2,555353,,,,,
44,17578,98000,-1.5,555997,,,,,
44,17600,98100,-1.8,556650,,,,,
,,,,,44,207,2869,-50.2,556966
44,17626,98200,-1.2,557297,,,,,
44,17658,98300,-1.4,557918,,,,,
44,17690,98400,-1.4,558496,,,,,
,,,,,44,207,2879,-50.2,558966
44,17703,98500,-1.7,559258,,,,,
44,17720,98600,-1.4,559914,,,,,
44,17730,98700,-1.9,560627,,,,,
,,,,,44,207,2889,-49.6,560966
44,17763,98800,-1.3,561170,,,,,
44,17767,98900,-2.0,561941,,,,,
44,17798,99000,-1.3,562506,,,,,
,,,,,44,207,2899,-48.9,562966
44,17804,99100,-2.2,563279,,,,,
44,17810,99200,-2.2,564104,,,,,
44,17835,99300,-1.4,564766,,,,,
,,,,,44,207,2909,-48.5,564966
44,17851,99400,-1.7,565476,,,,,
43,17874,99500,-1.3,566098,,,,,
43,17918,99600,-0.6,566569,,,,,
,,,,,43,207,2919,-47.5,566966
43,17960,99700,-0.9,567058,,,,,
43,17999,99800,-1.1,567575,,,,,
43,18010,99900,-1.7,568269,,,,,
43,18043,100000,-1.1,568808,,,,,
,,,,,43,207,2929,-46.5,568966
43,18095,100100,-0.6,569287,,,,,
43,18130,100200,-1.1,569832,,,,,
43,18169,100300,-0.9,570336,,,,,
,,,,,43,208,2939,-45.4,570936
43,18179,100400,-1.8,571059,,,,,
43,18207,100500,-1.4,571650,,,,,
43,18239,100600,-1.1,572208,,,,,
,,,,,43,209,2949,-44.9,572808
43,18255,100700,-1.9,572877,,,,,
43,18292,100800,-1.0,573459,,,,,
43,18299,100900,-2.1,574235,,,,,
,,,,,43,210,2959,-44.7,574758
43,18334,101000,-1.0,574762,,,,,
43,18340,101100,-2.1,575582,,,,,
42,18347,101200,-1.9,576358,,,,,
,,,,,42,210,2969,-44.6,576758
42,18362,101300,-1.7,577107,,,,,
42,18369,101400,-2.1,577851,,,,,
42,18389,101500,-1.4,578486,,,,,
,,,,,42,210,2979,-44.5,578758
42,18405,101600,-1.8,579205,,,,,
42,18419,101700,-1.7,579937,,,,,
42,18421,101800,-2.0,580699,,,,,
,,,,,42,210,2989,-44.8,580758
42,18446,101900,-1.6,581353,,,,,
42,18465,102000,-1.8,582016,,,,,
,,,,,42,210,2999,-44.8,582758
42,18471,102100,-1.8,582790,,,,,
42,18498,102200,-1.6,583468,,,,,
42,18533,102300,-0.9,584034,,,,,
42,18560,102400,-1.2,584668,,,,,
,,,,,42,211,3009,-44.2,584755
42,18585,102500,-1.4,585354,,,,,
41,18609,102600,-1.5,586001,,,,,
