obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/1_win,rollout/2_draw,rollout/3_loss,rollout/4_count,rollout/5_successRate,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.23802533745765686,0.2203828990459442,0.07694459401832851,-2.4245383739471436,2.0740182399749756,-0.21346916258335114,0.9365066289901733,-2.225466728210449,1.9292666912078857,-0.15225423872470856,0.9184211492538452,10.0,11.0,167.0,188.0,5.319148936170213,-1.3391027450561523,0.19366295635700226,0.8154798150062561,52.840425531914896,188.0,-10.290266036987305,-9.575900077819824,3.786882162094116,3.088693141937256,162.8750011920929,188.0,1,10000,61.3967762198578,1.9574414491653442,0.8495520949363708,0.3150149881839752
0.24919039011001587,0.2193584144115448,0.034027141129503384,-1.8477219343185425,1.8597875833511353,-0.3253716826438904,0.9021409153938293,-1.6357343196868896,1.6518447399139404,-0.39867380261421204,0.8958510756492615,1.0,28.0,2.0,31.0,3.225806451612903,-0.8755678534507751,0.08677348494529724,0.8217710256576538,90.57534246575342,219.0,-9.38611888885498,-7.607600212097168,4.287696361541748,3.7159206867218018,316.5054397583008,219.0,2,20000,63.190067176327176,0.9672053456306458,0.5078556537628174,0.422943115234375
0.2539498507976532,0.2146472930908203,0.029602352743226954,-1.8544108867645264,1.8721562623977661,-0.3959820568561554,0.8984243273735046,-1.6778762340545654,1.6897050142288208,-0.3927699327468872,0.8986983895301819,4.0,25.0,6.0,35.0,11.428571428571429,-0.7211679816246033,0.04851803556084633,0.8445466160774231,118.03543307086615,254.0,-8.751612663269043,-5.652398109436035,4.056412220001221,4.061962127685547,467.6605496406555,254.0,3,30000,64.1490928047098,0.9447097778320312,0.3394455313682556,0.1874803751707077
0.25577306747436523,0.20990383625030518,0.030197360033365813,-1.8093876838684082,1.6398314237594604,-0.39018377661705017,0.9031977653503418,-1.670790672302246,1.5043375492095947,-0.3216203451156616,0.9175947904586792,6.0,23.0,6.0,35.0,17.142857142857142,-0.6745336055755615,0.015468405559659004,0.868080735206604,137.70934256055364,289.0,-8.259376525878906,-4.490497589111328,3.5152883529663086,4.2618865966796875,620.8728713989258,289.0,4,40000,64.42542723742078,0.9569144248962402,0.40508368611335754,0.23077739775180817
0.25598594546318054,0.20495977997779846,0.030804326970036468,-2.3004026412963867,2.048267364501953,-0.3390301465988159,0.9076182246208191,-2.1433377265930176,1.9199714660644531,-0.2733008563518524,0.9348626732826233,4.0,29.0,0.0,33.0,12.121212121212121,-0.6553258299827576,-0.004481163807213306,0.8620887994766235,154.4689440993789,322.0,-7.72152042388916,-4.2074971199035645,3.4181463718414307,4.349481105804443,771.6685857772827,322.0,5,50000,64.79465527242661,0.96495521068573,0.2672504186630249,0.1979549527168274
0.25873833894729614,0.20123574137687683,0.028447279136688073,-2.4652678966522217,2.2790944576263428,-0.24390751123428345,0.9546563625335693,-2.2710866928100586,2.105180263519287,-0.23058150708675385,0.953191876411438,4.0,30.0,0.0,34.0,11.76470588235294,-0.6493854522705078,-0.0087888203561306,0.8555120825767517,168.41011235955057,356.0,-7.270897388458252,-3.498197078704834,2.434760093688965,4.3722076416015625,924.9742441177368,356.0,6,60000,64.8666710252343,0.9350515604019165,0.16537092626094818,0.17622162401676178
0.2611446976661682,0.19787739217281342,0.025752950698953586,-2.507229804992676,2.309635877609253,-0.27144789695739746,0.9346367716789246,-2.3562912940979004,2.180706739425659,-0.3285094201564789,0.9239205718040466,2.0,29.0,0.0,31.0,6.451612903225806,-0.6479343175888062,-0.013893197290599346,0.8507816195487976,180.14470284237726,387.0,-6.940670013427734,-3.0575971603393555,0.8530352115631104,4.345103740692139,1076.988919019699,387.0,7,70000,64.99602620212255,0.9439951181411743,0.10646657645702362,0.12159567326307297
0.26228535175323486,0.19497162103652954,0.025752950698953586,-2.4075350761413574,2.226081132888794,-0.28415757417678833,0.9406628608703613,-2.2673521041870117,2.1061363220214844,-0.29609066247940063,0.9340618252754211,2.0,31.0,0.0,33.0,6.0606060606060606,-0.6500270962715149,-0.015643760561943054,0.8459563851356506,189.9857142857143,420.0,-6.6352362632751465,-3.0714969635009766,0.8567761182785034,4.307598114013672,1227.7067523002625,420.0,8,80000,65.1621405927026,0.9590290784835815,0.23873399198055267,0.21017923951148987
0.2621350586414337,0.1921645998954773,0.026798623766663403,-2.4166741371154785,2.2387948036193848,-0.224042147397995,0.9552746415138245,-2.224731206893921,2.0756542682647705,-0.17447838187217712,0.9664275646209717,1.0,29.0,0.0,30.0,3.3333333333333335,-0.651727020740509,-0.01652618497610092,0.8409549593925476,199.38,450.0,-6.4134650230407715,-3.1765968799591064,0.6769413352012634,4.243680953979492,1381.223112821579,450.0,9,90000,65.15963942722254,0.8874463438987732,0.22330741584300995,0.13125178217887878
0.26182135939598083,0.18965747952461243,0.0252455158307554,-2.232790470123291,1.9591485261917114,-0.2783866822719574,0.9486380815505981,-2.076807975769043,1.8257976770401,-0.29916080832481384,0.9407476782798767,2.0,30.0,0.0,32.0,6.25,-0.6526045799255371,-0.017279116436839104,0.8373968005180359,207.28215767634856,482.0,-6.199023246765137,-3.185896873474121,0.6453738212585449,4.181581497192383,1534.101669549942,482.0,10,100000,65.18472796482708,0.9040719866752625,0.20407354831695557,0.31313496828079224
